Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
600,58191962,35000320,102.2,720772535.56
601,58406201,35000320,101.9,718128679.52
602,58217332,35000320,102.2,720458436.67
603,58383239,35000320,101.9,718411117.96
604,58356535,35000320,102.0,718739863.50
605,58331832,35000320,102.0,719044243.29
606,58247406,35000320,102.2,720086453.29
607,58242110,35000320,85.1,720151931.31
608,58405053,35000320,101.9,718142794.94
609,58362109,35000320,102.0,718671218.68
610,58372332,35000320,101.9,718545354.67
611,58533590,35000320,101.7,716565787.27
612,58276777,35000320,102.1,719723535.84
613,58267999,35000320,102.1,719831961.28
614,58353184,35000320,102.0,718781137.98
615,58379683,35000320,84.9,718454877.53
616,58225221,35000320,102.2,720360820.96
617,58213332,35000320,102.2,720507941.38
618,58306776,35000320,102.1,719353236.06
